Experiment_ID,Cell_Line,Cell_Type,Synthesis_Method,Surface_Coating,Core_Size_nm,Zeta_Potential_mV,Concentration,Exposure_Time,Cell_Viability,ROS,LDH,Apoptosis,Hemolysis,Comet_Tail_Moment,Selectivity_Index,Toxicity_Score,IC50,Risk_Level,ISO_10993_Status
EXP-ZNO-004591,Jurkat,Cancer,Green_Synthesis,Chitosan_Coated,51.9,2.2,60.83,48,24.57,32.14,28.93,53.39,2.03,10.68,1.97,50.88,32.95,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004592,L929,Normal,Chemical_Precipitation,Chitosan_Coated,76.1,-23.9,19.73,6,94.79,0.23,2.41,0.0,0.1,1.89,1.0,2.28,121.95,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004593,MCF-7,Cancer,Green_Synthesis,Silica_Coated,77.4,18.4,13.09,72,82.06,13.76,8.3,11.52,0.1,3.77,2.18,12.4,29.78,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004594,CHO,Normal,Sol-Gel,Chitosan_Coated,30.5,2.0,42.83,6,78.67,8.26,5.76,8.37,0.42,1.48,1.0,11.69,107.22,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004595,HCT-116,Cancer,Chemical_Precipitation,PEG_Coated,51.7,17.9,42.32,72,28.35,28.06,38.32,75.17,0.59,8.87,2.49,73.19,26.05,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004596,HeLa,Cancer,Chemical_Precipitation,PEG_Coated,41.5,24.0,3.19,24,99.03,0.0,0.0,0.0,0.1,1.17,1.21,0.49,53.82,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004597,Primary_HDF,Normal,Hydrothermal,PEG_Coated,46.1,25.6,63.12,48,57.21,8.13,13.72,16.87,0.23,4.08,1.0,16.39,77.11,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004598,PBMCs,Normal,Green_Synthesis,PEG_Coated,31.1,-28.3,24.53,6,96.82,2.22,2.03,2.68,0.47,1.42,1.0,1.65,153.11,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004599,Primary_HDF,Normal,Hydrothermal,Bare_ZnO,44.1,5.3,4.35,48,98.5,2.04,0.0,1.93,0.28,1.51,1.0,0.87,59.31,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004600,Caco-2,Normal,Sol-Gel,Bare_ZnO,92.7,33.2,14.4,24,82.66,15.32,11.3,12.49,0.3,1.58,1.0,13.15,50.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004601,L929,Normal,Sol-Gel,PEG_Coated,64.1,-30.5,46.83,24,80.03,6.77,0.03,8.74,0.12,3.33,1.0,8.42,88.4,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004602,HeLa,Cancer,Hydrothermal,Silica_Coated,38.6,-23.9,34.77,6,80.77,13.24,9.74,14.94,0.94,2.11,0.85,13.63,76.76,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004603,HEK293,Normal,Hydrothermal,PEG_Coated,61.5,-28.9,71.44,6,70.42,8.17,5.83,14.92,0.1,2.73,1.0,13.99,133.05,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004604,HEK293,Normal,Hydrothermal,PEG_Coated,30.2,11.5,83.1,48,42.01,16.14,16.24,32.01,0.7,6.76,1.0,28.29,64.26,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004605,NIH-3T3,Normal,Green_Synthesis,Silica_Coated,69.6,26.6,74.12,48,41.74,22.15,16.88,26.48,0.99,5.6,1.0,21.56,63.75,Low,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004606,NIH-3T3,Normal,Hydrothermal,PEG_Coated,22.4,-29.5,53.04,72,60.27,12.65,7.1,23.96,0.57,5.39,1.0,18.18,60.4,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004607,Jurkat,Cancer,Sol-Gel,Bare_ZnO,31.6,-9.2,72.06,12,23.12,89.7,73.88,69.38,4.48,11.75,1.82,95.86,35.69,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004608,PBMCs,Normal,Sol-Gel,Bare_ZnO,61.9,-12.0,34.17,24,72.38,19.28,18.36,16.08,1.09,3.21,1.0,18.27,58.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004609,Caco-2,Normal,Chemical_Precipitation,Chitosan_Coated,41.7,26.6,45.85,72,45.68,27.1,23.38,41.79,0.77,7.0,1.0,39.32,37.58,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004610,Caco-2,Normal,Green_Synthesis,Silica_Coated,28.4,19.2,13.59,48,86.19,9.39,4.56,4.75,0.1,1.86,1.0,6.6,49.04,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004611,HEK293,Normal,Hydrothermal,Chitosan_Coated,23.1,-28.9,101.4,24,35.99,18.97,21.2,37.99,1.28,7.55,1.0,32.06,75.6,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004612,CHO,Normal,Green_Synthesis,PEG_Coated,74.9,6.4,45.71,12,82.06,0.0,4.93,8.36,0.62,1.99,1.0,6.55,113.91,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004613,PBMCs,Normal,Sol-Gel,Bare_ZnO,77.0,-18.7,35.66,12,82.51,8.94,12.71,9.41,1.34,2.39,1.0,11.12,73.92,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004614,HEK293,Normal,Sol-Gel,PEG_Coated,58.8,4.2,108.25,12,46.95,16.32,13.79,30.7,0.2,5.98,1.0,27.45,99.42,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004615,L929,Normal,Chemical_Precipitation,Chitosan_Coated,32.0,-2.6,47.33,48,60.53,13.03,17.23,23.09,0.1,4.48,1.0,20.85,58.9,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004616,HEK293,Normal,Sol-Gel,Silica_Coated,46.7,-30.3,39.46,48,60.5,22.06,12.83,21.47,0.65,4.41,1.0,22.37,47.08,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004617,L929,Normal,Hydrothermal,Chitosan_Coated,62.5,15.4,16.54,24,96.09,4.5,1.95,2.69,0.1,1.75,1.0,2.3,85.68,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004618,NIH-3T3,Normal,Green_Synthesis,Chitosan_Coated,81.2,-7.1,4.58,12,99.89,3.1,0.0,2.6,0.1,1.25,1.0,0.56,124.27,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004619,PBMCs,Normal,Green_Synthesis,Bare_ZnO,37.1,28.2,20.25,12,94.64,1.46,6.13,1.17,0.26,1.0,1.0,2.49,92.41,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004620,Jurkat,Cancer,Sol-Gel,Silica_Coated,30.9,8.1,13.01,72,64.5,22.91,21.89,31.18,0.76,3.64,3.41,36.5,19.06,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004621,A549,Cancer,Hydrothermal,Chitosan_Coated,59.0,-18.5,2.57,12,96.72,0.04,1.47,1.63,0.1,1.0,1.07,2.14,61.03,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004622,HepG2,Cancer,Sol-Gel,PEG_Coated,74.5,-20.6,4.4,6,100.0,0.0,1.12,2.72,0.1,1.09,0.73,0.47,88.7,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004623,HCT-116,Cancer,Green_Synthesis,PEG_Coated,24.1,-24.7,45.02,48,47.99,13.76,17.13,35.71,0.96,5.81,1.59,31.58,40.8,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004624,Primary_HDF,Normal,Hydrothermal,Silica_Coated,37.9,-6.2,28.49,24,83.67,14.65,4.01,8.41,0.1,2.62,1.0,7.8,75.6,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004625,HepG2,Cancer,Chemical_Precipitation,PEG_Coated,57.7,11.5,19.14,12,82.97,5.12,7.68,17.95,0.1,2.27,1.02,13.45,64.02,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004626,CHO,Normal,Sol-Gel,Bare_ZnO,72.8,-15.4,52.62,24,51.42,34.97,34.72,29.16,1.82,5.51,1.0,33.44,55.0,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004627,NIH-3T3,Normal,Sol-Gel,Bare_ZnO,50.1,12.5,1.61,72,100.0,1.09,1.23,0.0,0.1,1.0,1.0,0.33,44.25,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004628,HeLa,Cancer,Green_Synthesis,PEG_Coated,22.9,21.1,23.69,12,92.94,0.0,2.19,2.95,0.1,1.87,0.7,2.86,93.2,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004629,HepG2,Cancer,Hydrothermal,PEG_Coated,86.7,19.5,3.36,72,94.72,0.24,0.0,4.78,0.1,1.65,1.67,2.9,39.03,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004630,NIH-3T3,Normal,Sol-Gel,PEG_Coated,42.1,14.0,20.35,72,84.19,0.0,4.96,8.06,0.23,3.1,1.0,6.95,57.53,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004631,A549,Cancer,Sol-Gel,Bare_ZnO,37.8,21.5,35.78,48,43.43,56.96,51.13,43.73,2.27,6.79,2.18,58.94,29.81,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004632,Caco-2,Normal,Chemical_Precipitation,Bare_ZnO,90.1,7.7,3.31,72,91.79,4.53,7.17,5.2,0.1,2.06,1.0,6.49,31.32,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004633,Jurkat,Cancer,Hydrothermal,Silica_Coated,59.1,16.3,73.55,12,26.94,49.95,45.39,62.61,2.34,11.54,1.73,72.04,37.47,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004634,NIH-3T3,Normal,Chemical_Precipitation,Silica_Coated,68.7,4.1,155.29,48,10.35,45.56,36.25,55.32,4.18,18.0,1.0,53.54,46.92,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004635,L929,Normal,Hydrothermal,PEG_Coated,83.5,7.8,58.64,24,66.32,5.0,12.13,11.71,0.23,3.64,1.0,13.66,92.82,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004636,L929,Normal,Sol-Gel,Bare_ZnO,36.2,22.3,50.29,24,57.87,26.54,27.24,22.61,0.65,3.39,1.0,23.01,68.0,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004637,Jurkat,Cancer,Green_Synthesis,PEG_Coated,59.8,12.2,5.9,72,95.33,3.94,5.79,2.25,0.11,2.02,2.1,4.04,30.98,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004638,NIH-3T3,Normal,Chemical_Precipitation,Silica_Coated,42.4,30.0,49.74,24,59.16,20.49,19.3,21.52,0.1,3.91,1.0,24.23,59.8,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004639,HeLa,Cancer,Green_Synthesis,Chitosan_Coated,55.9,-23.0,3.15,6,98.01,0.33,3.3,0.0,0.1,1.23,0.59,1.1,109.65,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004640,HEK293,Normal,Chemical_Precipitation,Silica_Coated,58.1,-7.4,5.13,6,100.0,0.0,1.02,0.0,0.49,1.0,1.0,0.19,89.67,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004641,CHO,Normal,Chemical_Precipitation,Chitosan_Coated,19.3,30.2,1.24,72,98.81,1.71,1.68,2.02,0.1,1.0,1.0,1.33,41.34,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004642,MCF-7,Cancer,Chemical_Precipitation,Bare_ZnO,50.4,9.3,118.2,6,21.65,90.0,81.37,73.12,4.96,13.15,1.24,100.0,52.31,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004643,A549,Cancer,Sol-Gel,Chitosan_Coated,29.4,1.6,56.42,24,41.29,33.54,29.41,47.79,1.22,6.45,1.43,50.93,45.6,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004644,NIH-3T3,Normal,Chemical_Precipitation,Bare_ZnO,84.6,-28.5,7.65,72,93.53,5.36,3.16,0.18,0.1,2.3,1.0,3.95,40.71,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004645,HepG2,Cancer,Green_Synthesis,Chitosan_Coated,21.2,-14.1,8.29,72,93.91,0.45,3.9,5.22,0.1,1.0,1.52,3.11,42.89,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004646,NIH-3T3,Normal,Green_Synthesis,PEG_Coated,20.9,-32.5,21.8,6,96.55,4.65,0.0,0.93,0.1,1.0,1.0,1.55,171.59,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004647,Jurkat,Cancer,Chemical_Precipitation,PEG_Coated,30.2,-18.6,36.79,48,37.28,34.58,29.69,64.45,1.31,8.31,2.47,68.56,26.27,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004648,HCT-116,Cancer,Sol-Gel,Silica_Coated,68.4,21.3,7.64,6,95.44,0.79,4.03,3.59,0.1,2.04,1.25,4.14,51.98,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004649,HEK293,Normal,Green_Synthesis,Bare_ZnO,30.1,-1.6,19.47,6,94.95,4.96,2.93,5.83,0.1,1.52,1.0,2.74,121.84,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004650,PBMCs,Normal,Green_Synthesis,Bare_ZnO,51.5,34.8,7.75,72,93.25,10.05,6.37,3.25,0.1,1.84,1.0,4.18,49.36,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004651,Caco-2,Normal,Chemical_Precipitation,Bare_ZnO,37.6,-0.5,188.99,24,3.01,83.29,77.1,70.03,12.54,18.0,1.0,83.73,46.0,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004652,Jurkat,Cancer,Chemical_Precipitation,Bare_ZnO,58.7,-10.7,20.43,12,66.45,41.85,41.37,36.84,0.74,3.42,1.98,49.65,32.83,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004653,A549,Cancer,Chemical_Precipitation,Chitosan_Coated,75.4,-13.1,14.81,12,94.19,2.96,3.04,6.16,0.2,1.86,1.22,5.67,53.47,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004654,A549,Cancer,Hydrothermal,Silica_Coated,51.4,-20.7,2.93,24,100.0,5.61,0.0,2.22,0.1,1.0,1.63,1.54,39.9,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004655,Primary_HDF,Normal,Hydrothermal,Silica_Coated,72.2,33.4,12.31,24,94.32,0.9,0.0,2.94,0.66,1.41,1.0,2.06,75.6,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004656,MCF-7,Cancer,Chemical_Precipitation,Silica_Coated,39.0,26.1,54.46,12,42.29,40.76,35.93,53.43,1.3,6.61,1.58,61.85,41.04,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004657,NIH-3T3,Normal,Green_Synthesis,PEG_Coated,21.0,33.7,29.51,48,82.72,1.38,1.52,6.27,0.1,1.0,1.0,5.35,82.87,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004658,MCF-7,Cancer,Green_Synthesis,Silica_Coated,61.8,0.2,38.18,6,72.51,13.15,7.62,17.78,0.17,3.1,0.91,16.82,71.07,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004659,Primary_HDF,Normal,Chemical_Precipitation,PEG_Coated,64.6,-30.8,14.4,6,94.97,0.0,3.0,2.56,0.54,1.0,1.0,2.33,139.89,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004660,HepG2,Cancer,Green_Synthesis,Bare_ZnO,67.2,4.7,28.08,72,63.14,24.74,21.65,23.05,0.88,5.22,1.82,21.4,35.74,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004661,NIH-3T3,Normal,Hydrothermal,Silica_Coated,23.9,17.9,10.11,12,94.16,1.36,7.48,5.36,0.22,1.73,1.0,3.48,86.99,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004662,A549,Cancer,Green_Synthesis,Chitosan_Coated,58.3,23.9,48.16,6,72.54,5.02,11.96,17.17,0.25,2.15,0.7,15.21,92.6,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004663,MCF-7,Cancer,Chemical_Precipitation,Bare_ZnO,83.6,-26.3,8.09,6,93.75,9.54,2.43,1.22,0.69,1.0,1.24,7.25,52.31,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004664,HEK293,Normal,Green_Synthesis,PEG_Coated,64.1,-17.0,9.3,72,91.44,1.41,0.0,0.0,0.1,1.0,1.0,2.64,66.38,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004665,HeLa,Cancer,Sol-Gel,PEG_Coated,81.5,-31.8,0.57,48,100.0,4.65,3.62,0.0,0.1,1.0,1.42,1.48,45.9,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004666,NIH-3T3,Normal,Chemical_Precipitation,Silica_Coated,40.9,-13.1,25.78,6,80.49,9.03,6.14,12.08,0.23,1.91,1.0,11.21,97.15,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004667,MCF-7,Cancer,Chemical_Precipitation,Chitosan_Coated,69.2,-11.9,7.94,6,98.06,0.13,3.61,0.0,0.38,1.0,1.04,2.03,62.77,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004668,HCT-116,Cancer,Green_Synthesis,Silica_Coated,83.5,26.6,1.79,12,100.0,1.48,0.0,0.0,0.1,1.0,1.27,0.3,50.98,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004669,Caco-2,Normal,Chemical_Precipitation,Silica_Coated,69.9,-15.8,48.18,12,63.88,16.42,14.67,32.49,1.08,3.6,1.0,26.22,58.63,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004670,HeLa,Cancer,Hydrothermal,Silica_Coated,84.6,-33.2,57.26,12,47.44,20.49,24.94,30.92,0.41,5.47,1.08,32.89,60.22,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004671,HEK293,Normal,Green_Synthesis,Bare_ZnO,18.2,0.4,29.68,72,75.1,10.74,14.46,8.97,1.17,3.88,1.0,10.54,51.06,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004672,Primary_HDF,Normal,Green_Synthesis,Bare_ZnO,48.1,-18.0,1.69,6,99.66,0.0,0.0,0.0,0.67,1.41,1.0,0.12,146.21,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004673,HepG2,Cancer,Sol-Gel,Silica_Coated,32.8,28.8,15.98,12,92.17,0.77,7.46,8.74,0.1,1.73,1.21,5.96,53.53,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004674,A549,Cancer,Hydrothermal,PEG_Coated,57.6,34.4,64.01,6,59.5,10.3,14.34,30.83,0.1,4.24,0.77,29.1,84.26,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004675,HCT-116,Cancer,Chemical_Precipitation,Bare_ZnO,28.6,18.3,17.49,48,65.22,44.3,35.02,35.37,0.79,4.8,2.81,47.73,23.1,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004676,NIH-3T3,Normal,Green_Synthesis,Chitosan_Coated,73.3,5.3,24.56,72,86.65,0.0,5.04,8.34,0.4,2.47,1.0,4.58,66.38,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004677,Primary_HDF,Normal,Green_Synthesis,PEG_Coated,54.9,-13.5,62.92,72,58.24,6.78,4.9,14.79,0.5,4.28,1.0,11.77,79.65,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004678,NIH-3T3,Normal,Sol-Gel,PEG_Coated,17.4,-25.8,19.01,6,89.17,3.21,0.0,6.31,0.1,1.0,1.0,4.93,137.27,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004679,Primary_HDF,Normal,Chemical_Precipitation,Bare_ZnO,66.3,29.7,42.75,72,51.11,30.31,26.7,24.67,2.12,5.04,1.0,26.75,45.09,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004680,A549,Cancer,Hydrothermal,Silica_Coated,15.6,-30.4,11.56,24,89.39,5.14,2.52,10.34,0.1,2.64,1.63,8.24,39.9,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004681,A549,Cancer,Hydrothermal,PEG_Coated,43.2,11.2,4.64,48,96.6,2.42,0.11,1.28,0.4,1.0,1.6,2.51,40.7,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004682,Primary_HDF,Normal,Green_Synthesis,PEG_Coated,61.1,-14.1,104.59,6,69.34,7.57,3.32,14.38,0.1,2.96,1.0,9.06,190.07,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004683,Primary_HDF,Normal,Chemical_Precipitation,Chitosan_Coated,39.7,4.2,88.75,12,60.67,11.71,14.59,22.77,0.24,4.78,1.0,18.89,101.31,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004684,Jurkat,Cancer,Sol-Gel,Bare_ZnO,36.5,33.8,7.46,72,81.04,24.4,23.53,16.35,0.49,2.02,3.41,25.14,19.06,Moderate,ISO-Pass (Viable >=70%)
EXP-ZNO-004685,L929,Normal,Hydrothermal,Bare_ZnO,85.2,34.8,124.65,24,26.95,43.73,40.3,37.12,3.68,8.79,1.0,36.87,71.4,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004686,A549,Cancer,Hydrothermal,PEG_Coated,76.3,-6.0,132.94,48,13.93,30.71,30.98,69.52,2.9,18.0,1.6,64.71,40.7,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004687,A549,Cancer,Chemical_Precipitation,Silica_Coated,82.2,-5.1,66.9,72,13.81,68.87,55.88,81.61,3.44,15.7,2.73,91.67,23.8,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004688,HEK293,Normal,Hydrothermal,Silica_Coated,34.4,7.4,31.58,6,90.85,10.14,2.85,2.99,0.45,2.25,1.0,5.59,102.34,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004689,L929,Normal,Sol-Gel,Bare_ZnO,34.3,-32.9,26.27,48,76.64,15.17,11.26,11.48,0.48,3.35,1.0,12.32,53.35,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004690,L929,Normal,Hydrothermal,Silica_Coated,18.1,-15.4,5.71,6,96.95,1.37,2.17,0.0,0.1,1.92,1.0,1.41,115.99,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004691,A549,Cancer,Hydrothermal,Bare_ZnO,63.3,25.6,31.97,6,76.82,24.99,18.71,20.05,0.61,2.47,1.0,23.14,64.82,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004692,Jurkat,Cancer,Chemical_Precipitation,Silica_Coated,81.6,-24.6,2.31,12,100.0,0.0,0.0,0.0,0.1,1.19,1.98,0.01,32.83,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004693,CHO,Normal,Green_Synthesis,Chitosan_Coated,91.5,-6.8,19.35,24,88.73,0.0,1.23,5.14,0.53,1.95,1.0,3.93,82.5,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004694,HCT-116,Cancer,Hydrothermal,Chitosan_Coated,85.4,18.7,10.24,72,83.03,11.39,9.73,14.67,0.1,2.34,2.37,15.87,27.45,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004695,Primary_HDF,Normal,Green_Synthesis,Chitosan_Coated,74.2,32.5,2.16,6,100.0,1.42,0.0,0.27,0.1,1.0,1.0,0.17,175.45,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004696,CHO,Normal,Sol-Gel,Silica_Coated,50.1,16.6,96.9,24,22.55,37.9,31.0,47.62,1.44,10.14,1.0,46.79,55.0,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004697,CHO,Normal,Sol-Gel,Chitosan_Coated,83.6,14.4,3.49,72,98.42,0.0,0.0,0.0,0.1,1.0,1.0,0.65,44.93,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004698,HeLa,Cancer,Chemical_Precipitation,Silica_Coated,64.9,31.0,107.25,6,28.08,45.71,37.66,53.28,1.46,9.02,0.97,57.89,67.25,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004699,HCT-116,Cancer,Green_Synthesis,Silica_Coated,61.4,0.6,19.73,24,77.02,11.7,7.94,15.58,0.16,2.91,1.62,15.06,40.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004700,HeLa,Cancer,Sol-Gel,Silica_Coated,16.7,24.3,75.24,12,35.46,38.37,29.4,51.25,1.05,8.35,1.13,46.36,57.36,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004701,HeLa,Cancer,Chemical_Precipitation,Bare_ZnO,59.7,6.2,7.0,12,92.32,2.4,11.68,8.66,0.1,2.15,1.23,7.22,52.77,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004702,Primary_HDF,Normal,Sol-Gel,Silica_Coated,47.2,-31.7,4.79,72,98.19,0.0,0.0,3.72,0.3,1.0,1.0,0.85,49.02,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004703,Jurkat,Cancer,Sol-Gel,PEG_Coated,64.7,26.0,49.6,48,25.25,34.06,34.46,69.89,0.78,9.98,2.28,71.13,28.56,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004704,HCT-116,Cancer,Green_Synthesis,PEG_Coated,48.7,7.2,38.15,48,49.33,11.26,21.26,33.31,0.26,4.81,1.59,30.81,40.8,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004705,HeLa,Cancer,Sol-Gel,Bare_ZnO,60.8,-20.7,28.45,72,48.92,39.44,40.12,37.56,1.43,4.8,2.12,40.79,30.64,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004706,A549,Cancer,Sol-Gel,Silica_Coated,79.6,25.3,29.58,24,66.23,22.8,19.0,27.66,0.65,3.98,1.71,30.53,38.0,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004707,NIH-3T3,Normal,Chemical_Precipitation,Bare_ZnO,17.8,15.2,1.36,72,96.0,0.0,4.71,3.32,0.1,1.22,1.0,2.51,40.71,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004708,Caco-2,Normal,Green_Synthesis,Chitosan_Coated,39.1,-14.9,110.81,12,49.46,18.32,14.24,27.27,0.99,5.6,1.0,22.35,95.59,Low,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-004709,PBMCs,Normal,Sol-Gel,Bare_ZnO,17.7,8.9,32.76,24,71.74,19.61,21.12,20.11,1.3,3.36,1.0,19.31,58.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-004710,Jurkat,Cancer,Green_Synthesis,Bare_ZnO,51.6,-28.4,29.63,24,58.94,33.16,32.02,33.34,1.01,5.36,1.86,33.76,35.0,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-004711,HEK293,Normal,Green_Synthesis,PEG_Coated,42.9,18.3,1.18,72,100.0,2.1,0.22,0.0,0.2,1.75,1.0,0.3,66.38,Low,ISO-Pass (Viable >=70%)
